Fichier,Section,Séquence,Texte ES,Texte EN,Texte FR,Nouveau ES,Nouveau EN,Nouveau FR
components/RestaurantPage.tsx,RestaurantPage-Trust,seq-586,Ingredientes Locales,Local Ingredients,Ingrédients Locaux,,,
components/RestaurantPage.tsx,RestaurantPage-Trust,seq-587,Trabajamos directamente con pescadores y agricultores de la región,We work directly with fishermen and farmers from Palenque.,Nous travaillons directement avec les pêcheurs et agriculteurs de Palenque.,,,
components/RestaurantPage.tsx,RestaurantPage-Trust,seq-588,Cocina de Origen,Farm-to-Table,Cuisine d'Origine,,,
components/RestaurantPage.tsx,RestaurantPage-Trust,seq-589,Recetas auténticas que honran la tradición afrocolombiana.,Authentic recipes that honor Afro-Colombian tradition.,Des recettes authentiques qui honorent la tradition afro-colombienne.,,,
components/RestaurantPage.tsx,RestaurantPage-Trust,seq-590,Atención Cálida,Warm Service,Service Chaleureux,,,
components/RestaurantPage.tsx,RestaurantPage-Trust,seq-591,Un servicio cercano que te hace sentir como en casa.,Friendly service that makes you feel right at home.,Un service attentionné qui vous fait vous sentir comme chez vous.,,,
components/RestaurantPage.tsx,RestaurantPage-Testimonials,seq-592,Nos clientes nos dicen,What our guests say,Ce que nos clients disent,,,
components/RestaurantPage.tsx,RestaurantPage-Testimonials,seq-593,Experiencias reales compartidas en Instagram,Real experiences shared on Instagram,Expériences réelles partagées sur Instagram,,,
components/RestaurantPage.tsx,RestaurantPage-Testimonials,seq-594,Una deliciaaaaaaaaa 🍌🍌🍌 Hago énfasis en la comida porque fue de otro mundo.,A deliciousssss treat 🍌🍌🍌 I emphasize the food because it was out of this world.,Un délicieuuuuux moment 🍌🍌🍌 J'insiste sur la nourriture parce que c'était hors du commun.,,,
components/RestaurantPage.tsx,RestaurantPage-Testimonials,seq-595,@amazonicawild,@amazonicawild,@amazonicawild,,,
components/RestaurantPage.tsx,RestaurantPage-Testimonials,seq-596,No puedo explicar lo consentida que me sentí. ¡Desayuno incluido y la comida de mar MÁS DELICIOSA! Llegas acá y es real: no tienes que preocuparte por nada.,I can't explain how pampered I felt. Breakfast included and the MOST DELICIOUS seafood! You arrive here and it's true: you don't have to worry about a thing.,Je ne peux pas expliquer à quel point je me suis sentie choyée. Petit-déjeuner inclus et la nourriture de la mer la PLUS DÉLICIEUSE ! Vous arrivez ici et c'est vrai : vous n'avez rien à craindre.,,,
components/RestaurantPage.tsx,RestaurantPage-Testimonials,seq-597,@amazonicawild,@amazonicawild,@amazonicawild,,,
components/RestaurantPage.tsx,RestaurantPage-Testimonials,seq-598,Instagram,Instagram,Instagram,,,
lib/i18n/translations.ts,translations,seq-599,Galería de fotos,Photo gallery,Galerie photos,,,
lib/i18n/translations.ts,translations,seq-600,"Estamos ubicados en el sector La Punta sin duda, un sector privilegiado por estar entre el mar y la ciénaga con sus hermosos manglares, con unas extensas playas de arena blanca en la que encontrarás espacios solitarios para disfrutar del sol, el suave oleaje del mar y la deliciosa brisa.","We are located in the La Punta area, undoubtedly a privileged area for being between the sea and the lagoon with its beautiful mangroves, with extensive white sand beaches where you will find solitary spaces to enjoy the sun, the gentle waves of the sea and the delicious breeze.","Nous sommes situés dans le secteur de La Punta, sans doute un secteur privilégié pour être entre la mer et la lagune avec ses magnifiques mangroves, avec de vastes plages de sable blanc où vous trouverez des espaces solitaires pour profiter du soleil, des douces vagues de la mer et de la délicieuse brise.",,,
